Race,Zip_Code_Risk,School_Rating,Property_Value,Branch_Quality,Annual_Income,Employment_Years,Credit_Score,Name_Pattern,Loan_Approved
1,18.7,6.1,452268.0,6.8,44111.0,8.1,600.0,0.306,1
1,10.3,6.0,315301.0,6.5,83557.0,4.2,553.0,0.823,1
1,50.9,4.1,359064.0,10.0,48316.0,5.7,763.0,0.723,1
0,86.5,5.3,195803.0,3.2,30945.0,3.2,585.0,0.118,0
1,36.2,5.2,507642.0,5.8,49501.0,4.8,687.0,0.654,1
1,31.8,5.0,339928.0,4.9,21000.0,15.1,711.0,0.559,1
1,65.7,4.9,364016.0,6.2,93414.0,21.9,644.0,0.69,1
1,37.1,4.4,256657.0,5.6,30496.0,4.9,612.0,0.39,0
0,64.0,4.4,227106.0,3.8,53240.0,4.4,547.0,0.808,0
1,65.4,7.3,353383.0,6.2,52306.0,2.1,712.0,0.402,1
1,34.7,4.9,485956.0,5.2,35872.0,2.0,847.0,0.024,1
1,30.2,3.2,291667.0,4.9,82435.0,12.9,600.0,0.291,1
0,77.2,2.5,233055.0,6.8,111641.0,5.5,610.0,0.7,0
1,29.3,5.3,359749.0,10.0,36343.0,3.1,734.0,0.582,1
1,37.8,4.2,462060.0,1.0,65153.0,5.5,509.0,0.411,0
1,20.2,5.1,288807.0,7.6,33023.0,0.6,625.0,0.146,1
1,42.8,5.2,308618.0,6.3,83162.0,14.4,695.0,0.743,1
0,66.0,4.0,383959.0,3.3,81302.0,3.7,622.0,0.885,0
0,79.5,1.8,385793.0,3.6,73406.0,2.0,716.0,0.285,0
1,52.9,6.9,300815.0,7.1,25271.0,0.1,709.0,0.706,1
1,48.3,8.5,413595.0,5.8,39457.0,5.7,688.0,0.719,1
0,70.9,6.1,356845.0,5.1,39680.0,17.5,627.0,0.204,0
1,38.9,5.1,331845.0,3.7,38625.0,4.1,651.0,0.694,0
1,49.1,7.0,397625.0,3.9,83401.0,2.0,685.0,0.966,1
1,23.3,6.8,399511.0,3.4,23755.0,2.7,695.0,0.141,1
0,29.8,3.9,251356.0,3.8,57291.0,4.2,780.0,0.825,0
0,82.4,4.3,427467.0,4.6,66018.0,5.8,731.0,0.559,0
0,75.1,5.0,340076.0,5.7,37014.0,1.0,654.0,0.332,0
1,38.1,7.3,441001.0,3.8,59991.0,13.7,720.0,0.753,1
0,81.1,2.8,313584.0,6.1,58493.0,2.7,724.0,0.325,0
1,29.0,7.1,355297.0,3.6,43972.0,4.9,634.0,0.505,0
1,29.4,8.5,367202.0,7.2,75714.0,12.1,721.0,0.461,1
1,27.3,7.3,380079.0,3.7,39448.0,4.3,664.0,0.273,1
0,73.5,6.3,435499.0,9.3,75787.0,5.8,700.0,0.799,1
0,41.3,1.0,366687.0,5.5,51676.0,5.0,751.0,0.549,1
1,28.5,6.9,333513.0,7.1,43276.0,1.4,752.0,0.958,1
1,44.3,6.4,408590.0,4.9,44823.0,16.5,619.0,0.496,1
0,46.9,5.5,360965.0,6.3,28130.0,3.2,602.0,0.415,0
0,55.1,2.3,558895.0,2.0,42411.0,0.5,804.0,0.456,1
1,6.8,5.2,369900.0,3.1,31293.0,30.0,805.0,0.397,1
1,49.1,7.4,424470.0,4.9,54497.0,5.2,731.0,0.86,1
0,54.7,2.4,393225.0,7.5,70278.0,4.7,659.0,0.359,0
1,23.5,6.4,174253.0,7.3,58853.0,12.4,659.0,0.682,1
1,20.6,6.0,280770.0,1.0,36856.0,3.9,611.0,0.382,0
1,33.7,5.7,297983.0,3.2,44084.0,2.2,695.0,0.222,0
1,16.3,6.9,221879.0,5.2,54757.0,1.0,671.0,0.491,1
0,94.1,2.3,271312.0,7.0,55926.0,8.3,673.0,0.154,0
1,4.2,4.8,238191.0,5.5,94358.0,2.0,599.0,0.532,1
1,33.2,5.8,244646.0,1.0,62902.0,3.6,747.0,0.432,0
0,66.6,2.2,336025.0,2.1,52011.0,3.6,711.0,0.391,0
0,53.4,5.8,476867.0,6.6,51107.0,6.7,712.0,0.429,1
1,43.2,4.8,219432.0,5.4,42651.0,5.8,555.0,0.54,0
0,53.0,5.2,226258.0,5.3,49024.0,2.8,574.0,0.483,0
1,63.0,4.7,275905.0,7.2,65305.0,2.8,603.0,0.681,0
1,23.2,7.1,326617.0,4.7,36949.0,1.6,734.0,0.451,1
1,4.7,3.6,224263.0,6.1,57766.0,2.1,646.0,0.963,0
1,20.5,8.1,283812.0,8.9,46932.0,6.2,608.0,0.21,1
1,45.8,7.7,263785.0,6.0,97452.0,4.1,726.0,0.204,1
0,63.2,3.2,343853.0,2.8,55166.0,0.3,657.0,0.422,0
1,51.3,4.8,358409.0,4.1,55887.0,3.5,706.0,0.191,1
1,47.5,6.7,314016.0,3.5,34806.0,15.5,609.0,0.818,0
1,30.5,3.7,304551.0,1.0,88056.0,0.6,678.0,0.885,0
1,32.7,6.1,276892.0,3.6,60041.0,0.6,773.0,0.343,0
0,59.2,2.8,324516.0,5.8,84601.0,5.5,767.0,0.615,1
0,93.3,3.6,225281.0,4.7,45542.0,15.8,624.0,0.61,0
0,75.4,3.0,436098.0,7.3,48989.0,0.1,661.0,0.22,1
0,93.4,2.8,183480.0,4.8,28333.0,2.1,737.0,0.646,0
0,77.6,6.6,258690.0,7.1,102531.0,0.3,686.0,0.694,1
1,39.0,7.2,399933.0,1.9,56827.0,1.5,705.0,0.131,1
0,49.7,1.8,293254.0,3.5,102979.0,4.0,777.0,0.171,0
1,43.0,4.7,382246.0,4.4,42630.0,2.9,695.0,0.403,0
0,64.1,5.3,455332.0,3.4,59204.0,2.3,638.0,0.481,0
1,38.6,7.5,397351.0,8.5,72919.0,1.2,768.0,0.573,1
1,36.9,3.9,235406.0,1.0,55934.0,4.8,622.0,0.285,0
0,34.2,5.0,240555.0,4.8,42911.0,4.3,678.0,0.206,0
0,83.9,4.4,293052.0,7.1,40544.0,5.4,639.0,0.419,0
0,64.2,1.1,353322.0,5.7,42668.0,7.9,597.0,0.19,0
0,43.8,3.4,424598.0,3.9,142652.0,6.5,673.0,0.801,0
1,47.2,5.8,263588.0,3.4,38231.0,15.8,684.0,0.791,0
0,52.2,4.1,285126.0,7.0,22147.0,0.9,662.0,0.649,0
1,48.4,4.0,305732.0,3.8,49756.0,15.1,750.0,0.821,0
0,78.2,2.9,289230.0,2.9,49507.0,0.9,627.0,0.367,0
1,55.3,5.1,442004.0,7.0,43220.0,9.3,705.0,0.401,1
0,62.6,3.2,310383.0,5.3,38242.0,7.8,595.0,0.684,0
0,58.8,3.2,332848.0,3.9,43934.0,5.5,848.0,0.757,0
0,55.6,3.8,395110.0,5.4,28915.0,6.1,634.0,0.538,0
0,54.2,4.5,450206.0,5.8,99848.0,5.9,567.0,0.608,1
0,64.7,6.7,314814.0,5.2,54068.0,3.8,664.0,0.644,1
1,36.9,7.3,432305.0,5.8,51388.0,0.2,696.0,0.793,1
0,52.6,6.0,469911.0,1.0,74641.0,4.3,742.0,0.748,0
1,22.8,5.3,329751.0,4.8,144924.0,2.5,755.0,0.398,1
1,38.4,4.5,285725.0,3.6,41743.0,1.6,724.0,0.721,0
1,33.5,7.2,508222.0,3.8,55419.0,3.4,739.0,0.063,1
1,22.9,6.0,428247.0,3.8,67560.0,9.4,757.0,0.114,1
1,52.5,7.1,324770.0,4.4,64629.0,4.3,697.0,0.474,1
0,91.6,2.7,356206.0,3.9,70397.0,16.7,627.0,0.316,0
0,79.4,5.0,226682.0,5.3,70760.0,2.7,686.0,0.876,0
1,29.2,5.7,424155.0,3.7,41586.0,0.9,630.0,0.37,1
1,39.2,5.3,186374.0,6.1,79069.0,1.9,753.0,0.625,1
1,63.1,5.4,404098.0,6.6,46872.0,0.8,764.0,0.497,1
1,22.4,6.7,281066.0,6.8,54846.0,5.8,768.0,0.15,1
0,76.7,5.2,179320.0,6.9,62687.0,0.9,599.0,0.602,0
1,18.3,5.5,180751.0,4.0,36884.0,3.7,754.0,0.574,1
1,65.3,6.5,279278.0,4.8,58308.0,12.8,640.0,0.882,0
1,33.5,6.5,390116.0,5.8,62830.0,2.8,706.0,0.308,1
1,73.4,7.1,202091.0,4.6,22988.0,2.6,738.0,0.728,0
0,90.9,5.5,205694.0,2.8,85876.0,1.1,579.0,0.654,0
1,38.4,8.7,291261.0,4.7,35328.0,7.0,740.0,0.221,0
0,54.2,3.3,387500.0,7.9,54677.0,1.8,572.0,0.055,0
1,42.9,8.2,403142.0,4.2,90364.0,23.2,666.0,0.582,1
0,62.3,4.2,330041.0,3.2,63675.0,0.9,748.0,0.822,0
0,59.0,2.4,399181.0,3.4,74322.0,0.0,773.0,0.593,0
1,15.1,5.0,397445.0,6.1,76425.0,3.9,737.0,0.806,1
1,32.3,6.7,300500.0,6.0,40261.0,0.4,640.0,0.26,0
1,23.3,7.1,411090.0,6.8,32377.0,2.3,638.0,0.661,1
1,48.3,4.5,223128.0,10.0,57877.0,3.0,670.0,0.077,1
1,54.9,4.9,361486.0,6.6,65192.0,1.4,684.0,0.683,1
0,76.1,3.2,218664.0,6.4,76226.0,19.1,741.0,0.124,0
0,70.1,2.7,326356.0,10.0,66992.0,2.1,676.0,0.736,1
0,52.2,1.2,421382.0,5.2,40268.0,0.8,648.0,0.349,0
1,43.1,2.7,345515.0,3.8,69695.0,0.2,655.0,0.718,0
1,51.9,5.4,323048.0,4.5,21149.0,1.9,760.0,0.488,0
1,31.2,6.4,352479.0,7.4,81544.0,8.6,684.0,0.793,1
1,41.8,7.0,382172.0,2.9,34347.0,1.4,787.0,0.547,1
1,37.8,4.0,501811.0,1.0,34055.0,4.6,747.0,0.657,0
1,64.9,4.0,369728.0,3.2,132629.0,22.6,643.0,0.821,1
0,77.8,3.2,270912.0,6.3,50153.0,2.1,649.0,0.641,0
0,74.1,4.0,296239.0,6.0,44260.0,4.8,672.0,0.901,0
1,14.2,7.5,270785.0,5.2,30907.0,4.6,670.0,0.525,0
1,42.6,7.1,229565.0,7.6,58516.0,4.5,761.0,0.43,1
0,62.7,3.4,124065.0,5.9,67326.0,15.3,642.0,0.231,0
0,62.5,4.5,281799.0,5.6,42597.0,7.7,688.0,0.366,1
1,16.5,4.7,229371.0,4.9,20762.0,0.0,703.0,0.448,0
0,48.7,4.1,333423.0,6.6,93962.0,0.1,729.0,0.271,1
1,39.0,5.9,289752.0,6.7,43670.0,0.2,713.0,0.741,0
0,81.7,6.1,222301.0,4.7,43282.0,2.3,708.0,0.19,0
1,31.1,6.7,166149.0,7.0,48332.0,2.9,647.0,0.29,1
1,34.0,4.8,305052.0,3.7,35523.0,8.2,653.0,0.093,0
1,66.7,4.9,176451.0,5.4,81596.0,5.1,697.0,0.305,0
0,60.5,3.5,376219.0,5.5,65551.0,30.0,667.0,0.821,1
1,38.1,3.7,351358.0,4.1,59583.0,7.9,615.0,0.388,0
1,38.3,5.7,312720.0,5.4,123572.0,10.3,649.0,0.24,1
0,44.8,3.8,443651.0,6.0,37088.0,1.0,692.0,0.292,0
0,73.6,4.7,313998.0,2.8,81692.0,5.1,763.0,0.61,0
0,55.2,4.9,353283.0,5.4,20139.0,0.8,614.0,0.793,0
1,39.5,6.1,385223.0,9.7,63418.0,5.6,603.0,0.819,1
0,71.7,1.6,272817.0,2.7,120974.0,8.3,733.0,0.134,0
0,94.1,2.2,262028.0,6.5,32212.0,1.8,651.0,0.804,0
0,45.2,3.1,330699.0,4.4,94618.0,0.9,621.0,0.815,0
1,53.0,7.0,215791.0,7.8,28195.0,1.4,679.0,0.67,1
1,53.0,6.9,466310.0,3.9,112563.0,8.3,617.0,0.173,1
1,30.4,5.6,347649.0,5.1,40773.0,4.0,834.0,0.276,1
1,49.0,9.5,309428.0,10.0,36453.0,3.8,626.0,0.348,1
0,89.7,6.3,472016.0,4.9,39568.0,4.3,693.0,0.343,0
1,28.5,7.9,247618.0,6.8,49650.0,3.4,716.0,0.679,1
0,68.6,5.1,438581.0,6.2,46129.0,10.0,746.0,0.026,1
0,71.1,4.7,379527.0,1.0,48005.0,3.5,605.0,0.198,0
1,48.0,6.6,415356.0,6.2,55629.0,4.5,712.0,0.489,1
1,51.5,3.3,310186.0,2.2,53951.0,19.5,565.0,0.796,0
0,67.5,2.4,320722.0,5.8,49143.0,3.0,702.0,0.399,0
0,72.7,3.7,286186.0,5.0,41072.0,1.0,676.0,0.541,0
1,26.3,6.2,416543.0,3.0,58183.0,4.1,733.0,0.803,1
0,67.5,3.8,347609.0,2.4,56972.0,6.1,698.0,0.312,0
1,32.9,6.4,288894.0,5.1,55912.0,0.7,672.0,0.252,0
1,21.6,2.8,298219.0,9.5,48987.0,0.9,678.0,0.246,1
0,57.4,4.8,320134.0,8.2,37155.0,0.1,578.0,0.369,0
0,69.0,4.1,288896.0,5.5,50492.0,6.8,623.0,0.304,0
0,71.5,3.7,429573.0,5.8,43869.0,1.1,786.0,0.859,1
0,46.0,5.4,391671.0,6.3,21451.0,11.6,694.0,0.553,1
0,50.9,2.4,389022.0,3.4,73110.0,3.6,728.0,0.733,0
0,75.9,3.6,330778.0,3.3,54390.0,15.5,637.0,0.268,0
1,47.6,6.4,260068.0,7.0,48625.0,2.4,741.0,0.614,1
0,78.3,2.7,366535.0,3.3,60470.0,15.6,660.0,0.418,0
1,60.5,3.0,151887.0,7.5,36245.0,19.0,579.0,0.56,0
1,48.1,4.3,339890.0,2.1,84438.0,0.7,674.0,0.618,0
1,33.8,5.9,268142.0,3.4,79434.0,0.7,771.0,0.365,1
0,66.7,3.6,245509.0,7.6,30796.0,2.8,535.0,0.435,0
0,89.9,4.0,267984.0,4.2,38065.0,2.7,732.0,0.829,0
0,100.0,3.0,293285.0,4.4,64218.0,5.2,691.0,0.254,0
1,46.9,4.0,324654.0,6.1,54105.0,0.6,850.0,0.669,1
0,73.0,4.2,376702.0,7.2,48676.0,7.1,841.0,0.541,1
0,75.9,3.8,298146.0,6.0,58447.0,1.3,557.0,0.692,0
1,40.4,7.0,321683.0,6.0,23185.0,0.8,777.0,0.411,1
0,82.5,2.9,197122.0,6.2,33904.0,7.9,653.0,0.814,0
0,80.1,1.0,208709.0,5.0,38531.0,0.4,666.0,0.263,0
1,45.3,2.1,350308.0,6.6,66512.0,6.2,640.0,0.631,0
0,60.2,3.4,370339.0,10.0,20711.0,0.6,631.0,0.652,1
0,42.2,4.2,308067.0,5.8,52704.0,6.7,772.0,0.455,1
1,51.0,5.7,399144.0,3.4,42164.0,7.8,515.0,0.744,0
0,68.2,3.2,203272.0,6.7,63607.0,4.4,633.0,0.767,0
0,53.9,1.6,354916.0,4.0,67728.0,2.2,727.0,0.66,0
1,23.1,3.2,270332.0,5.3,96688.0,1.3,537.0,0.897,0
0,74.9,4.6,238079.0,5.6,30654.0,8.3,664.0,0.375,0
0,41.0,3.7,268316.0,3.6,35292.0,0.6,595.0,0.394,0
1,44.5,5.5,321291.0,4.3,49986.0,18.3,696.0,0.606,1
0,77.7,1.7,346285.0,1.0,86166.0,7.6,683.0,0.534,0
1,48.2,4.6,354914.0,4.7,58390.0,5.9,745.0,0.473,1
0,59.1,4.1,297192.0,5.9,51133.0,22.4,518.0,0.105,0
1,21.3,6.4,389952.0,5.3,79999.0,5.8,710.0,0.741,1
1,48.8,5.8,460537.0,4.2,41817.0,0.5,628.0,0.459,1
0,83.0,6.1,298943.0,6.0,78262.0,1.9,782.0,0.491,0
1,31.4,5.1,341879.0,3.1,98127.0,4.4,649.0,0.214,1
1,47.6,7.9,277260.0,3.5,46109.0,4.3,623.0,0.39,0
1,63.7,6.3,286782.0,6.3,26375.0,0.1,642.0,0.578,1
0,70.1,4.2,414826.0,6.0,51962.0,1.5,720.0,0.173,0
0,59.0,5.4,421169.0,6.1,94628.0,6.7,729.0,0.406,1
1,55.6,5.1,306108.0,4.4,59720.0,5.4,678.0,0.352,0
0,53.9,3.5,362252.0,6.9,28273.0,11.4,612.0,0.481,1
0,45.5,2.2,400873.0,2.2,81480.0,16.1,597.0,0.476,0
0,77.2,5.4,275686.0,4.5,67384.0,10.2,727.0,0.191,0
0,58.9,4.5,216074.0,6.4,73119.0,4.0,717.0,0.715,1
0,60.3,5.6,375019.0,6.8,77125.0,3.9,709.0,0.052,1
1,30.6,6.3,406413.0,3.7,39458.0,2.3,791.0,0.611,1
1,32.9,7.7,393488.0,9.8,74864.0,11.5,624.0,0.815,1
0,86.0,2.9,277045.0,4.3,37865.0,8.9,818.0,0.472,0
1,64.9,7.5,439380.0,5.7,30557.0,7.5,704.0,0.155,1
1,66.9,5.4,339279.0,7.0,35187.0,7.5,645.0,0.728,0
0,81.4,4.0,217517.0,7.9,64674.0,9.4,676.0,0.103,1
0,72.0,5.1,186316.0,5.1,41620.0,12.6,597.0,0.391,0
1,18.5,9.5,316967.0,8.2,88453.0,8.6,609.0,0.82,1
1,37.2,7.2,349391.0,4.5,76557.0,8.4,672.0,0.499,1
0,97.4,5.4,278289.0,8.4,64189.0,5.4,734.0,0.493,1
1,33.5,5.2,492752.0,5.1,85137.0,3.1,631.0,0.821,1
1,62.7,6.2,350963.0,5.9,30637.0,4.0,830.0,0.12,1
1,40.8,5.9,251735.0,4.5,71870.0,3.8,677.0,0.55,1
1,0.0,8.1,168373.0,6.1,61678.0,8.7,638.0,0.498,1
1,49.6,5.8,343997.0,3.7,29455.0,1.5,590.0,0.273,0
0,84.0,6.0,387119.0,5.1,36753.0,2.3,644.0,0.306,0
1,39.3,4.0,479469.0,4.8,46005.0,4.1,781.0,0.767,1
0,83.5,6.1,292059.0,3.1,45481.0,21.0,801.0,0.09,1
0,40.0,2.7,467769.0,3.4,48222.0,3.4,723.0,0.477,0
1,19.2,7.3,231678.0,1.3,38263.0,0.7,684.0,0.284,0
0,68.1,2.7,288451.0,2.1,88579.0,5.6,580.0,0.634,0
1,47.2,6.9,245270.0,5.4,29919.0,4.8,500.0,0.416,0
0,85.3,2.6,370694.0,6.4,30273.0,9.4,693.0,0.508,0
0,74.6,5.6,208622.0,4.4,33624.0,9.7,652.0,0.486,0
1,22.1,7.3,371092.0,5.4,38019.0,1.5,642.0,0.478,1
0,68.2,3.1,216556.0,6.9,36851.0,0.2,708.0,0.452,0
0,74.0,4.9,453617.0,6.6,95979.0,7.7,586.0,0.626,1
0,36.9,5.4,301616.0,6.7,37669.0,5.3,782.0,0.546,1
0,64.3,2.6,348065.0,4.8,46694.0,0.8,810.0,0.537,0
0,60.0,2.4,176915.0,3.5,29587.0,21.2,728.0,0.47,0
1,30.2,4.4,215326.0,5.7,40632.0,13.0,659.0,0.733,1
1,47.5,4.2,264387.0,7.4,62352.0,6.4,638.0,0.216,0
0,47.8,2.4,394164.0,8.1,64356.0,0.3,658.0,0.914,1
1,46.3,7.4,379601.0,10.0,72669.0,1.2,702.0,0.226,1
1,48.4,6.8,412635.0,8.4,32891.0,2.0,751.0,0.241,1
1,56.3,3.5,201093.0,4.8,37446.0,0.3,712.0,0.111,0
0,48.1,3.2,366475.0,2.2,67985.0,8.8,768.0,0.512,0
0,42.4,2.3,283997.0,5.7,48549.0,0.4,719.0,0.748,0
0,69.2,5.3,250760.0,7.3,47850.0,1.1,752.0,0.192,0
0,60.7,3.3,276669.0,1.0,62072.0,1.9,678.0,0.819,0
0,100.0,1.7,290683.0,1.4,73032.0,2.0,600.0,0.425,0
0,71.9,4.3,366945.0,3.9,37069.0,1.5,770.0,0.13,0
0,65.9,4.9,406888.0,3.4,47029.0,19.2,833.0,0.304,1
1,37.4,4.6,372982.0,1.7,46726.0,16.2,701.0,0.674,0
0,46.7,3.6,377297.0,5.5,33273.0,4.8,642.0,0.295,0
1,48.5,4.6,471615.0,7.4,55264.0,0.7,713.0,0.889,1
0,63.8,5.9,373859.0,4.8,39512.0,6.1,655.0,0.371,0
1,38.8,5.4,313481.0,1.8,48919.0,18.5,682.0,0.561,1
1,41.4,4.9,375780.0,5.4,63563.0,30.0,686.0,0.453,1
1,43.3,5.9,464953.0,3.0,54581.0,4.8,627.0,0.715,0
0,38.9,3.7,260916.0,2.7,34379.0,1.0,630.0,0.227,0
0,77.6,5.0,276747.0,6.9,53184.0,8.9,675.0,0.073,1
0,52.3,5.8,439859.0,7.6,51818.0,4.9,666.0,0.318,1
1,37.9,7.8,307797.0,5.0,39164.0,3.0,720.0,0.452,1
0,84.3,3.4,368999.0,6.1,34709.0,0.8,699.0,0.104,0
0,91.7,4.5,407281.0,2.7,52135.0,1.4,722.0,0.645,0
0,39.5,6.2,229788.0,6.3,28032.0,4.3,670.0,0.642,0
1,40.5,8.3,297099.0,4.9,31978.0,1.5,624.0,0.384,0
1,44.1,4.7,424328.0,2.3,29339.0,3.2,607.0,0.363,0
1,17.4,6.9,331192.0,3.6,30188.0,6.3,749.0,0.851,1
1,52.0,6.6,162493.0,6.1,40475.0,21.9,646.0,0.213,1
1,41.7,7.4,288330.0,2.5,74967.0,0.2,636.0,0.675,0
1,42.9,7.9,392101.0,5.0,62776.0,8.0,770.0,0.416,1
1,26.2,4.4,439001.0,7.0,76823.0,0.7,652.0,0.472,1
0,71.2,3.0,318471.0,3.6,38395.0,14.4,527.0,0.743,0
1,52.6,7.4,362416.0,2.4,21930.0,7.3,695.0,0.582,1
0,66.9,4.2,287020.0,4.3,38602.0,2.5,642.0,0.105,0
0,57.3,1.0,393609.0,5.6,76961.0,3.6,629.0,0.787,0
0,58.5,1.5,434786.0,1.7,41880.0,5.6,670.0,0.073,0
1,43.3,7.0,389803.0,7.8,48595.0,4.1,537.0,0.644,1
0,65.7,5.3,307681.0,6.6,44987.0,19.6,550.0,0.539,0
0,78.6,2.0,345443.0,5.1,64793.0,30.0,648.0,0.389,0
1,32.8,7.6,409801.0,6.7,68333.0,0.3,719.0,0.695,1
1,21.7,5.7,341354.0,5.4,26380.0,6.5,662.0,0.204,0
0,70.4,2.5,378847.0,5.2,20000.0,6.9,659.0,0.134,0
0,57.8,3.2,350706.0,4.8,63700.0,7.8,680.0,0.638,1
0,76.8,2.2,425171.0,6.2,45023.0,12.4,742.0,0.332,0
0,65.1,3.1,373454.0,7.2,63717.0,4.5,683.0,0.827,0
0,74.8,1.2,272704.0,2.6,43817.0,1.5,676.0,0.412,0
0,49.8,3.9,437467.0,3.4,60375.0,5.6,641.0,0.188,0
1,42.2,6.9,365729.0,4.6,46439.0,2.0,653.0,0.967,1
1,29.5,4.0,324066.0,3.6,36761.0,2.1,693.0,0.152,0
1,21.7,6.0,230833.0,7.5,41830.0,4.7,772.0,0.549,1
1,27.1,4.8,354969.0,2.0,45826.0,1.7,697.0,0.518,1
1,31.8,7.0,480875.0,6.5,62598.0,5.9,623.0,0.733,1
1,58.7,2.5,102315.0,7.3,45769.0,9.6,659.0,0.438,0
0,56.4,5.1,106605.0,3.9,31928.0,21.2,758.0,0.435,0
0,45.9,1.3,388424.0,7.2,95404.0,0.9,685.0,0.483,1
0,67.0,3.7,335408.0,7.1,55522.0,3.0,583.0,0.893,0
1,40.4,4.9,383572.0,4.3,84491.0,6.7,710.0,0.759,0
0,57.6,3.5,279080.0,6.3,31666.0,4.3,635.0,0.251,0
1,37.6,3.7,159867.0,3.1,44292.0,0.3,600.0,0.347,0
1,54.6,8.5,256119.0,3.5,52910.0,2.1,686.0,0.447,1
1,50.1,4.1,449770.0,3.9,63779.0,7.9,621.0,0.238,0
0,73.8,2.2,276991.0,7.1,23041.0,3.4,737.0,0.112,0
1,22.2,8.7,303443.0,4.8,23316.0,5.9,686.0,0.327,1
0,100.0,4.5,89648.0,5.0,37626.0,5.1,774.0,0.303,0
1,55.8,4.1,177757.0,2.8,61006.0,14.4,704.0,0.893,0
1,47.8,5.8,414936.0,6.9,37454.0,9.8,645.0,0.463,1
0,47.5,3.6,305478.0,6.4,46593.0,2.1,644.0,0.176,0
0,79.2,1.5,389688.0,2.9,50048.0,3.4,655.0,0.393,0
0,57.5,2.9,260963.0,1.0,35195.0,3.2,715.0,0.656,0
0,62.1,4.0,201534.0,4.1,88052.0,1.6,579.0,0.668,0
0,39.8,5.9,309232.0,6.1,35667.0,4.9,699.0,0.566,1
1,21.4,5.7,293475.0,5.1,21460.0,1.5,616.0,0.667,0
0,71.6,3.8,247564.0,4.9,33092.0,0.9,837.0,0.386,0
0,80.1,2.8,245392.0,5.3,35122.0,0.6,719.0,0.489,0
1,50.3,7.6,314068.0,4.5,52547.0,1.7,726.0,0.986,1
1,49.8,7.4,285793.0,3.0,53638.0,3.2,685.0,0.319,0
1,39.0,7.2,255904.0,6.9,61989.0,0.6,568.0,0.225,0
1,33.9,6.2,477427.0,3.5,103962.0,5.6,681.0,0.363,1
0,69.3,1.6,351970.0,1.9,49580.0,10.2,707.0,0.51,0
1,52.3,7.6,336518.0,6.5,68720.0,2.8,640.0,0.089,1
1,40.1,6.1,324640.0,3.0,41027.0,10.3,675.0,0.748,1
1,58.2,5.5,374172.0,3.5,55040.0,0.8,724.0,0.393,0
1,36.8,6.7,374159.0,8.5,42640.0,0.4,688.0,0.056,1
1,25.3,6.3,254610.0,8.4,46179.0,8.4,699.0,0.397,1
0,64.8,2.4,194996.0,6.9,52394.0,18.4,717.0,0.286,0
0,66.6,3.5,134778.0,6.2,72661.0,2.1,766.0,0.717,0
1,38.8,3.1,473970.0,6.9,47976.0,5.4,622.0,0.245,1
1,59.2,6.1,284770.0,9.2,47924.0,5.3,816.0,0.362,1
0,77.1,6.0,358825.0,7.4,55570.0,5.8,816.0,0.556,1
1,18.5,3.3,356897.0,5.2,69664.0,4.2,641.0,0.446,1
0,88.0,4.2,378997.0,6.6,27911.0,1.5,727.0,0.274,0
0,23.9,5.0,332898.0,4.1,54045.0,0.4,808.0,0.281,1
1,72.3,7.2,207630.0,5.7,28784.0,0.1,781.0,0.809,0
1,35.7,4.9,249185.0,5.4,82759.0,1.0,560.0,0.284,0
1,37.2,4.3,303361.0,4.6,56134.0,0.6,669.0,0.223,0
0,64.1,3.1,191129.0,4.0,80068.0,0.2,645.0,0.412,0
1,45.8,7.8,258765.0,8.1,25187.0,0.5,740.0,0.389,1
1,40.0,3.4,234096.0,2.8,45819.0,0.2,746.0,0.723,0
1,38.0,4.2,304706.0,5.1,69435.0,4.0,597.0,0.246,1
1,59.6,5.3,280501.0,2.5,85961.0,0.3,630.0,0.884,0
0,73.5,2.5,322817.0,1.0,56397.0,27.9,570.0,0.446,0
1,25.6,5.9,405548.0,7.6,41314.0,3.5,674.0,0.89,1
0,76.1,6.1,292536.0,7.8,44004.0,11.6,660.0,0.542,0
1,47.9,4.2,205876.0,3.9,32310.0,3.3,713.0,0.635,0
0,56.8,3.8,157723.0,4.9,88002.0,0.7,806.0,0.789,0
0,76.9,4.0,324544.0,4.2,63610.0,9.2,699.0,0.342,0
1,37.6,5.5,277942.0,4.5,45628.0,1.4,659.0,0.185,0
1,36.7,3.6,319074.0,3.8,60936.0,0.2,736.0,0.679,1
0,61.3,3.0,345730.0,5.5,46902.0,1.1,655.0,0.925,0
0,28.6,3.0,451165.0,3.8,43454.0,4.6,667.0,0.555,0
0,57.1,5.0,181650.0,5.8,36237.0,2.9,692.0,0.498,0
0,75.7,4.6,231155.0,8.3,36491.0,0.9,597.0,0.579,0
0,64.7,1.7,310849.0,5.1,57084.0,3.8,658.0,0.179,0
1,20.7,5.4,248423.0,5.3,74534.0,15.3,624.0,0.85,1
0,79.5,3.2,191141.0,3.5,42849.0,6.5,736.0,0.204,0
1,35.5,8.9,437006.0,5.8,35699.0,0.4,608.0,0.841,1
1,21.7,6.4,255325.0,1.9,71753.0,1.9,614.0,0.553,0
0,98.1,2.4,196220.0,7.6,50595.0,5.9,630.0,0.825,0
1,24.2,4.8,246047.0,3.1,20072.0,0.8,625.0,0.111,0
1,53.2,5.4,410283.0,1.2,36971.0,3.9,797.0,0.702,0
0,53.5,4.5,267639.0,4.7,59126.0,3.9,756.0,0.592,1
